Date ,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16,Asset17,Asset18,Asset19,Asset20,Asset21,Asset22,Asset23,Asset24,Asset25,Asset26,Asset27,Asset28,Asset29,Asset30,Asset31,Asset32,Asset33,Asset34,Asset35,Asset36,Asset37,Asset38,Asset39,Asset40,Asset41,Asset42,Asset43,Asset44,Asset45,Asset46,Asset47,Asset48,Asset49,Asset50,Asset51,Asset52,Asset53,Asset54,Asset55,Asset56,Asset57,Asset58,Asset59,Asset60,Asset61,Asset62,Asset63,Asset64,Asset65,Asset66,Asset67,Asset68,Asset69,Asset70,Asset71,Asset72,Asset73,Asset74,Asset75,Asset76,Asset77,Asset78,Asset79,Asset80,Asset81,Asset82,Asset83,Asset84,Asset85,Asset86,Asset87,Asset88,Asset89,Asset90,Asset91,Asset92,Asset93,Asset94,Asset95,Asset96,Asset97,Asset98,Asset99
2014-03,138.2,140.17,148.56,126.96,167.49,139,180.36,160.93,170.47,176.62,606.07,528.75,533.16,550.73,559.14,603.77,514.43,550.86,671.15,581.86,1037.47,930.84,1038.34,1005.94,1022.62,1022.2,1041.33,954.93,960.87,1128.34,1625.94,1432.81,1561.53,1561.01,1590.38,1564.8,1586.9,1527.45,1548.99,1753.87,2337.6,2643.53,2359.1,2413.5,2440,2385.54,2351.35,2375.44,2485.78,2484.77,3230.91,3747.77,4164.05,3816.34,3559.93,3581.16,3545.64,3666.51,3718.09,3812.71,4851.83,5370,5424.21,5077.86,5454.45,5092.24,5150.63,4893.7,5657.8,5671.9,8684.3,8608.07,9134.57,8751.54,8505.11,8657.31,7905.83,9211.43,9089.51,9441.7,17708.4,14959.33,14650.11,17884.73,19706.94,18098.61,17536.89,16407.88,17479.03,17643.76,94984.55,110105.6,57856.15,84066.27,79378.23,80355.33,71860.09,95370.51,89018.9
2014-04,134.52,138.12,150.97,127.11,167.19,137.34,178.91,164.61,172.44,169.43,608.8,542.72,521.15,547.05,579.59,606.57,534.31,572.72,671.49,552.34,1023.53,944.64,1017.02,1037.31,1050.55,1050.03,1043.28,971.94,953.84,1053.62,1594.51,1443.13,1536.38,1566.86,1622.08,1579.56,1625.72,1538.49,1554.49,1664.46,2340.68,2607.85,2349.94,2405.36,2462.89,2378.56,2339.12,2344.03,2396.53,2441.52,3245.93,3789.51,3997.48,3876.68,3595.23,3579.91,3493.83,3605.5,3632.25,3635.22,4925.81,5346.58,5499.43,5197.17,5476.72,5045.63,5156.99,4949.96,5587.56,5372.16,8646.4,8478.49,9393.34,8844.78,8540.97,8750.97,7942.4,9030.76,9148.19,9229.41,18130.46,15043.31,14747.12,17869.37,20033.59,18510.22,17492.18,16363.67,16798.73,16915.83,96563.11,110542.44,58433.6,86150.73,81649.29,83417.26,72906.8,91386.62,87695.64
2014-05,124.54,131.68,139.36,125.42,160.25,132.07,174.96,159.88,164.79,150.88,576.81,501.76,499.53,525.38,550.94,595.86,514.3,542.19,637.45,500.1,963.31,920.81,967.85,967.48,1020.48,1011.76,1027.9,947.91,906.38,964.52,1487.9,1392.6,1488.64,1524.3,1545.71,1540.24,1588.34,1471.72,1563.54,1555.36,2279.81,2520.06,2257.54,2315.36,2407.54,2311.54,2298.89,2314.77,2259.88,2383.92,3305.56,3723.29,3845.82,3843.58,3578.54,3552.8,3454.37,3319.21,3479.18,3488.09,5037.79,5416.91,5519.29,5150.4,5325.57,5150.05,4976.22,4914.52,5317.05,5198.68,8507,8306.09,9467.53,8942.46,8469.02,8585.46,7973.43,8820.69,8916.61,8744.31,17632.18,15172.76,15125.48,18258.23,20166.66,18593.3,17006.7,16463.94,16378.22,17076.15,98321.2,112082.39,58963.93,83826.19,83374.3,85716.48,72640.26,90445.79,90293.14
2014-06,120.59,129.78,138.7,129.25,158.2,132.65,174.07,159.44,166.49,148.34,562.22,486.78,503.21,510.28,563.69,613.28,502.38,546.87,628.88,494.05,979.3,915.11,971.97,948.76,1039.36,1011.4,1065.23,941.92,878.67,930.96,1516.47,1403.6,1507.01,1529.01,1552.9,1544.01,1572.59,1483.32,1544.13,1587.19,2269.66,2521.21,2287.69,2333.03,2424.15,2441.18,2351.07,2284.2,2311.52,2345.89,3310.78,3753.78,3896.42,3801.2,3674.28,3537.36,3538,3444,3500.04,3584.68,5181.41,5527.6,5425.92,5239.21,5332.45,5193.77,4981.4,4837.21,5519.2,5287.26,8651.35,8526.71,9469.78,9055,8690.43,8779.24,8125.38,9143.06,9093.95,9427.14,18065.51,15254.93,15441.29,18899.89,20591.25,18979.38,17359.05,17226.47,16709.99,17424.86,99622.95,111635.88,59569.4,85183.69,84253.62,86770.98,74379.85,93864.16,94821.41
2014-07,109.6,131.04,126.65,147.63,153.16,161.37,165.29,158.21,145.87,155.98,536.91,506.26,551.07,498.34,571.2,525.31,515.75,526.98,521.88,505.17,920.82,940.62,1011.93,971.29,933.91,1007.76,966.18,947.87,918.42,955.52,1590.54,1644.94,1510.19,1649.25,1606.17,1654.37,1604.74,1697.79,1617.02,1622.82,2387.58,2455.32,2491.74,2483.48,2517.69,2448.17,2612.22,2477.54,2398.68,2365.81,3630.11,3723.54,3590.06,3708.76,3614.84,3503.23,3657.64,3603.14,3581.98,3612.91,5320.4,5147.52,5242.86,5534.47,5626.91,5828.44,5443.36,5230.89,5192.96,5493.03,8831.31,8757.18,9209.98,8856.27,8367.91,8652.51,8187.81,9060.21,9117,8849.48,16328.82,17055.15,16551.82,20677.63,18114.9,18628.41,16453.96,15675.16,16579.64,19979.19,72636.9,58529.97,91809.75,82670.18,78587.48,103003.92,79754.34,120406.02,39784.15
2014-08,102.52,124.88,121.57,139.01,147.88,149.13,155.79,153.8,138.55,139.95,489.25,482.56,531.81,481.69,535.54,490.49,478.02,493.37,488.71,438.73,869,874.37,955.89,916.48,886.59,930.01,935.47,908.44,837.47,860.28,1633.64,1520.24,1423.36,1575.64,1520.17,1548.23,1504.66,1586.03,1517.3,1524.39,2274.08,2371.79,2359.39,2305.39,2393.32,2287.12,2435.32,2277.52,2235.98,2213.84,3519.7,3641.71,3416.62,3539.49,3367.47,3299.28,3456.11,3460.82,3380.65,3259.78,5075.24,4982.45,5120.46,5318.46,5319.77,5599.42,5162.7,4962.9,5007.35,5235.58,8401.99,8355.33,9118.1,8749.09,7995.3,8367.45,8019.28,8970.29,8862.84,8629.33,16071.53,16912.03,16193.41,19428.34,17922.18,18197.72,16088.31,15288.77,16228.88,19972.99,70817.59,57140.13,90134.53,80366.41,77971.16,101907.44,79806.94,122383.18,38944.37
2014-09,105.71,129.77,125.89,146.54,151.92,153.17,163.29,161.3,143.85,145.77,513.79,491.2,549.36,500.84,553.94,522.93,501.27,520.17,501,448.52,905.97,910.54,977.79,952.7,904.41,965.42,943.34,969.08,880.99,941.46,1761.19,1640.35,1496.04,1617.63,1604.14,1625.99,1576.68,1638.1,1581.95,1619.93,2353.89,2475.97,2485.72,2402.21,2502.24,2430.43,2517.69,2405.35,2323.18,2282.96,3586.78,3828.8,3591.95,3729.97,3455.07,3460.49,3588.68,3694.84,3638.23,3434.97,5342.03,5167.98,5339.57,5556.37,5589.4,5867.17,5394.78,5212.31,5371.06,5559.28,8670.94,8626.68,9522.12,9162.3,8377.58,8660.37,8544.32,9276.86,9438.53,9296.46,16871.8,17409.88,16867.94,20437.69,18898.81,18997.67,16685.45,15749.03,17277.44,21591.77,73493.76,59365.5,92967.35,82547.72,80984.94,104919.28,83920.19,127492.41,39428.09
2014-10,99.22,124.25,121.47,141.51,145.17,147.46,158.33,151.09,138.29,138.71,464.61,454.91,516.48,463.2,525.91,480.5,470.68,496.41,466.07,406.18,826.66,841.55,948.08,887.62,866.44,899.58,910.08,912.84,815.48,911.64,1621.87,1515.84,1392.09,1544.8,1512.28,1565.39,1485.76,1599.8,1530.79,1517.26,2223.29,2310.82,2392.18,2293.23,2386.78,2260.88,2407.76,2287.45,2227.73,2171.08,3373.19,3690.47,3432.5,3545.97,3209.55,3244.9,3369.9,3466.29,3513.98,3183.42,5041.16,4866.96,5113.48,5344.16,5248.3,5572.16,5165.59,5006.06,5099.14,5421.44,8392.11,8215.16,9176.74,8868.35,8109.43,8317.77,8417.92,9086.54,8979.71,8893.84,17213.17,17229.54,16434.05,19873.19,18747.67,18581.08,16045.37,15163.01,16701.38,21444.8,73011.7,58279.88,92050.59,80989.22,80107.2,103711.52,84104.28,126566.2,37790.62
2014-11,96.46,130.83,130.15,152.32,155.01,152.43,166.17,158.3,142.83,141.87,490.79,493.93,567.76,502.01,579.08,513.09,493.43,527.15,495.31,415.33,858.8,884.87,1043.23,938.18,923.47,984.22,987.95,982.34,852.91,963.19,1673.61,1549.04,1498.62,1658.37,1609.43,1721.88,1582.73,1691.72,1624.56,1635.13,2244.15,2474.68,2548.92,2389.12,2525.28,2374.04,2481.3,2428.85,2416.51,2262.78,3581.49,3784.06,3507.62,3675.16,3326.96,3427.3,3466.63,3683.87,3742.91,3240.72,4692.39,4906.69,5352.16,5435.96,5272.52,5703.26,5356.89,5032.61,5075.12,5474.12,8797.45,8484.01,9314.76,9343.91,8415.13,8504.9,8386.63,9233.82,9192.27,9597.13,17523.72,17904.15,16956.32,20420.65,19464.54,19518.13,16602.17,15331.55,17084.21,21052.56,74817.41,59186.2,94151.21,82151.38,79961.95,105636.91,85908.6,129282.5,38005
2014-12,94.87,126.45,128.05,150.96,154.28,150.72,160.71,154.09,139.47,141.07,495.64,486.68,570.08,489.95,580.12,505.1,478.11,521.39,483.97,406.18,852.43,887.81,1041.5,911,910.76,1006.33,999.18,996.97,852.1,970.65,1601.7,1489.03,1486.88,1677.67,1609.87,1734.77,1571.63,1667.91,1664.1,1636.59,2324.09,2511.95,2692.6,2410.88,2589.05,2397.04,2476.44,2417.95,2479.92,2243.31,3610.34,3855.34,3560.3,3769.64,3352.02,3466.17,3525.12,3683.43,3749.49,3205.3,4585.32,4982.81,5582.41,5466.6,5248.88,5796.63,5484.09,5153.28,5071.23,5442.14,9113.08,8500.09,9660.76,9731.03,8667.23,8893.76,8631.55,9555.81,9396.41,9672.99,18198.22,18511.61,17475.09,20801.2,20135.91,20216.74,16947.12,15579.34,17475.67,20915.03,76916.73,61269.91,94266.28,84018.74,80998.99,107679.92,89074,135029.89,38900.56
2015-01,97.29,130.61,132.04,158.28,161.57,157.01,171.79,156.3,145.57,154.36,523.27,518.62,606.05,513.39,619.44,548.7,497.71,544.43,498.05,448.61,838.89,913.16,1081.12,942.43,952.91,1051.5,1044.93,1021.72,865.96,1000.63,1596.57,1450.1,1500.09,1686.85,1652.81,1759.55,1600.7,1663.92,1715.51,1660.9,2315.26,2575.82,2577.03,2484.68,2594.31,2398.37,2528.66,2480.84,2526.1,2284.9,3492.14,3891.1,3645.8,3792.8,3360.42,3451.89,3506.91,3723.8,3770.1,3234.58,4236.03,4936.82,5703.27,5381.45,5262.04,5782.4,5537.82,5120.63,5038.89,5341.4,9331.69,8796.7,9679.62,9773.4,8909.37,8965.32,8623.92,9676.83,9475.69,9650.38,17788.42,18566.34,17879.04,20675.64,20129.18,20529.11,16578.55,15488.26,17348.62,20316.39,76911.66,60967.73,94836.89,83711.95,81172.76,107869.06,88837.65,128404.16,38013.08
2015-02,94.33,125.78,124.49,152.51,154.94,149.77,166.27,150.53,141.84,150.88,502.83,481.22,585.67,480.1,583.5,524.97,443.18,511.86,468.85,428.85,807.49,857.72,983.44,904.39,912.02,1014.14,1025.49,955.77,819.88,991.67,1586.15,1358.86,1447.79,1572.17,1535.75,1730.69,1541.91,1539.27,1648.02,1623.22,2170.06,2479.45,2453.15,2360.66,2486.5,2291.42,2445.89,2466.76,2357.17,2137.23,3275.89,3920.03,3610.63,3703.54,3306.4,3388.53,3440.42,3659.04,3693.47,3133.27,4109.67,4756.24,5534.85,5233.93,5143.92,5740.93,5376.75,5073.86,4892.65,5233.63,9261.44,8462.13,9467.34,9796.19,8754.53,8592.43,8412.54,9376.24,9306.17,9934.48,17575.4,17880.99,17581.14,19961.05,20014.33,20346.02,16035.22,14480.19,17066.4,20931.95,71014.57,59159.2,91314.66,80595.9,77658.25,102611.88,85208.55,130891.77,35533.18
2015-03,100.1,129.83,128.53,161.23,158.45,156.79,173.25,154.8,146.15,164.26,521.69,498.73,632.3,491.8,617.33,540.39,476.76,554.11,516.53,470.92,865.81,921.4,1038.61,955.55,979.85,1081.01,1096.7,1011.09,878.95,1091.1,1617.75,1446.55,1524.14,1616.88,1625.47,1797.87,1623.84,1692.06,1742.85,1723.62,2311.82,2582.47,2704.04,2466.24,2639.22,2416.06,2606.31,2641.55,2536.59,2354.25,3526.86,4226.34,3859.17,3893.37,3486.13,3617.62,3571.37,3995.16,4027.44,3487.16,4307.56,5127.4,5744.52,5466.1,5318.01,6070.76,5768,5400.14,5235.2,5849.06,9782.71,8860.71,10172.46,10511.59,9106.68,9274.98,9057.88,10063.13,10073.54,10926.14,18678.31,18630.98,18088.54,20819.75,20813.32,21402.59,17142.62,15542.87,18165.24,23856.64,75896.84,61471.13,96290.3,84533.11,80941.75,107357.48,90957.9,140468.8,38764.6
2015-04,100.71,131.93,132.12,165.04,162.19,158.09,175.18,156.39,147.36,166.73,517.35,488.88,625.2,483.51,639.01,563.68,481.73,553.99,526.27,489.6,842.08,939.4,1038.26,972.31,1000.41,1115.4,1129.52,1034.75,892.44,1112.76,1644.28,1460.71,1580.22,1636.13,1654.85,1855.87,1660.78,1705,1795.25,1740.12,2313.56,2664.12,2802.64,2471.89,2665.92,2396.31,2601.74,2696.76,2579.95,2394.78,3568.52,4358.32,3852.39,3929.84,3434.7,3846.22,3477.34,4078.7,4077.29,3427.25,4194.83,5074.65,5748.97,5495.85,5313.2,6227.89,5746.8,5395.9,5453.71,5915.42,9585.38,8928.8,10086.68,10502.61,9049.71,9275.79,9232.35,9948.22,10178.59,11362.77,18058.28,18538.64,17789.66,20491.26,20566.53,21407.63,17344.66,15264.19,17957.61,23104.43,73564.17,60645.54,93924.92,82186.59,78708.55,105871.33,89091.13,137691.19,38429.61
2015-05,97.57,130.47,129.16,162.91,158.62,157.24,171.51,153.87,145.79,160.67,500.93,484.96,602.99,473.1,611.54,554.77,457.63,562.53,514.53,431.95,825.61,963.15,1018.26,958.71,975.1,1066.51,1097.12,997.01,903.31,1056.38,1558.82,1429.53,1553.99,1598.33,1616.26,1846.73,1623.16,1654.12,1762.76,1690.9,2210.81,2596.31,2685.76,2444.16,2628.18,2336.63,2589.59,2646.09,2540.92,2384.22,3660.92,4240.41,3812.75,3816.07,3445.44,3724.98,3433.59,4047.77,4005.41,3314.99,4242.46,5116.5,5682.34,5491.18,5409.43,6066.03,5646.79,5369.61,5370.65,5479.36,9821.94,8864.5,9945.54,10364.06,8908.13,9133.95,9031.71,9851.59,9921.54,11172.53,18583.04,18142.56,17563.35,20538.91,20254.2,20938.43,17623.21,15216.88,17817.15,23449.93,75786.26,60798.76,95669.02,82719.63,78892.66,108011.35,91072.88,139663.16,40274.59
2015-06,97.34,124.76,128.26,158.03,160.07,156.28,169.64,159.25,151.24,176.14,540.47,479.09,629.74,477.24,630,583.12,465.27,577.83,519.97,448.4,850.93,980.27,1007.01,964.78,959.58,1072.65,1090.7,1003.59,919.24,1145.75,1605.78,1468.07,1570.26,1635.97,1668.76,1942.81,1637.39,1648.02,1806.75,1749.08,2224.47,2739,2736.71,2492.6,2673.43,2372.43,2543.61,2704.23,2585.05,2445.38,3794.55,4275.47,3937.79,3864.35,3458.21,3782.13,3503.56,4161.46,4173.57,3409.47,4234.93,4931.31,5677.4,5465.57,5511.56,6155.5,5761.77,5343.62,5291.09,5769.48,9963.94,9022.19,10099.11,10534.95,9163.56,9333.29,9418.31,9949.2,10145.43,11561.83,18763.83,18002.37,17263.91,20841.13,20837.67,21320.87,17478.88,15238.58,18565.85,23569.11,77342.2,61634.02,97578.58,82402.66,78873.38,108741.77,91174.73,141651.2,40211.38
2015-07,90.42,116.32,115.29,121.82,117.52,123.64,119.6,133.28,127.18,121.97,453.68,467.87,471.83,447.8,432.94,471.18,480.34,503.08,465.72,458.72,872.45,883.91,900.83,935.18,899.74,942.71,900.24,929.51,894.71,876.01,1505.42,1511.75,1403.74,1542.03,1502.25,1455.67,1501.99,1506.08,1529.47,1497.47,2278.04,2343.32,2251.43,2277.13,2377.38,2214.62,2287.2,2378.77,2265.59,2266.56,3234.54,3312.46,3503.76,3464.46,3344.83,3425.57,3274.05,3453.77,3303.63,3274.16,5023.93,5058.59,5330.48,5460.55,5137.47,5189.55,5336.49,5071.86,4843.21,5360.92,8803.1,8970.81,8791.71,8435.97,8963.48,8899.26,9067.03,8741.97,8969.25,8637.32,18076.35,16862.78,17067.9,16437.62,18037.38,17737.1,16993.16,18437.22,15012.49,18482.25,78267.55,84603.59,88003.07,77833.62,84663.05,78547.21,143314.94,85437.28,76422.28
2015-08,83.26,110.35,108.45,118.21,113.3,118.71,112.32,128.7,120.42,116.77,419.74,425.93,430.67,432.32,418.15,424.26,459.18,485.19,442.92,439.5,841.87,828.85,850.13,907.53,909.89,927.23,871.1,929.6,887.07,856.85,1436.22,1426.41,1420.26,1486.24,1468.11,1436.13,1497.72,1468.19,1489.39,1529.38,2065.99,2267.76,2202.4,2249.57,2292.96,2194.58,2261.62,2346.53,2259.85,2207.36,3075.51,3134.11,3387.13,3515.47,3208.2,3550.44,3296.49,3391.22,3257.38,3209.31,5023.84,4987.43,5359.19,5472.67,5230.36,5268.63,5328.85,5212.5,4881.48,5371.02,8868.35,8896.25,8759.52,8663.25,9106.89,8997.42,9121.53,9061.65,8918.33,8148.22,18059.96,16261.41,17035.42,16620.65,18004.84,18003.14,17512.46,18092.72,15057.52,18045.03,79557.59,86170.78,89279.41,78973.64,86343.93,80500.43,148507.38,92621.24,78005.33
2015-09,81.2,105.54,104.28,113.37,110.36,119.02,110.92,123.53,115.78,108.75,392.85,419,423.19,410.54,390.59,408.12,436.98,454.72,421.02,406.47,808.83,795.85,816.78,865.2,871.76,892.98,812.89,879.8,824.63,774.5,1286.49,1357.62,1365.66,1394.86,1401.84,1384.44,1422.53,1395.57,1357.66,1336.98,1959.95,2159.13,2085.91,2054.42,2172.85,2029.04,2142.47,2208.94,2156.97,1980.96,2982.78,3015.53,3220.73,3383.89,2961.57,3306.01,3131.82,3229.01,3124.61,3128.15,4778.77,4771.04,5083.54,5179.82,5031.33,4917.63,5047.4,4873.44,4523.18,4683.97,8528.32,8504.02,8310.75,8204.71,8804.49,8523.26,8499.82,8776.19,8206.84,7200.89,17051.88,15491.64,15846.42,15841.42,17183.63,17152.1,16522.91,16800.12,14404.06,16901.53,72561.65,81260.38,83477.83,72001.23,80576.11,75697.41,141465.19,87109.33,72209.97
2015-10,71.76,100.49,101.88,110.29,107.62,116.4,109.52,117.31,109.99,99.1,365.47,363.79,378.3,390.74,373.36,387.46,428.19,427.43,397.54,359.91,720.81,706.4,784.83,817.23,846.72,855.28,790.44,857.47,763.68,701.25,1192.43,1313.26,1275.03,1320.4,1350.25,1346.26,1348.52,1303.9,1227,1221.28,1652.68,1878.55,1915.31,1997.26,2092.35,1986.35,2087.09,2098.72,2077.94,1801.64,2733.38,2700.91,2966.82,3202.83,2769.77,3198.02,3052.31,3067.27,3011.46,2867.96,4524.56,4747.1,4867.98,5042.9,4877.03,4835.93,4926.94,4669.69,4277.53,4170.68,8004.18,7976.83,7915.99,7772.46,8612.37,8401.71,8092.02,8474.73,7789.72,6259.73,16265.67,14695.04,15397.73,15041.68,16764.19,16934.03,16258.98,16397.27,13688.25,16842.88,69606.94,79951.43,81709.95,70432.15,79619.04,72600.7,138288.31,85432.09,69222.14
2015-11,73.77,104.68,106.06,114.52,111.18,127.04,112.05,121.25,115.4,101.3,389.47,385.15,401.74,413.94,403.21,411.8,451.26,460.81,423.44,382.23,767.46,776.41,820.77,862.55,891.81,916.52,867.73,891,805.42,720.27,1273.04,1349.51,1338.44,1439.73,1381.6,1447.46,1414.52,1342.89,1271.4,1274.47,1772.54,2068.38,2027.14,2145.05,2220.15,2090.54,2199.3,2244.97,2182.46,1929.06,3024.07,2853.24,3097.78,3334.76,2896.27,3361.8,3283.67,3284.17,3115.61,3002.1,4848.68,5108.46,5173.97,5314.53,5236.17,5174.36,5033.74,4838.37,4479.96,4319.95,8688.22,8581.08,8720.15,8408.01,9284.88,9134.53,8503.4,8843.12,8143.36,6336.25,17873.72,15580.28,16747.94,15974.69,17780.04,17630.04,17117.29,17646.8,14250.29,18536.14,75621.62,88025.04,86820.52,75961.7,84535.99,76430.56,152357.95,98203.53,75246.95
2015-12,76.15,105.86,106.62,117.04,116.44,139.83,111.14,125.04,114.42,108.15,411.72,383.79,409.95,427.09,417.17,421.42,459.25,470.92,443.18,405.61,785.79,798.33,818.39,900.53,920.75,963.13,901.78,940.55,850.91,768.38,1366.53,1388.68,1379.27,1529.32,1429.05,1553.69,1430.22,1404.99,1335.9,1338.19,1793.37,2252.5,1987.54,2208.95,2274,2157.32,2266.62,2319.38,2230.76,1989.74,3107.9,2856.06,3136.52,3342.72,2819.37,3350.16,3273.65,3370.67,3111.98,3080.33,4884.05,5157.68,5213.82,5452.47,5142.92,5093.55,5133.82,4922.24,4420.61,4493.83,8565.44,8695.89,8603.86,8522.69,9520.29,9292.55,8552.36,9131.77,8138.9,6348.27,18157.97,15246.59,16737.46,16178.13,17310.08,17683.62,17068.91,17612.62,13941.75,18960.63,75667.23,88502.46,86844.66,74986.29,83676.17,76900.45,153403.55,99916.5,76080.03
2016-01,71.9,101.6,102.94,115.63,116.64,136.26,108.43,120.54,111.28,101.78,384.68,358.55,384.78,403.68,392.83,408.1,430.56,446.23,413.13,390.11,721.97,755.24,787.53,858.38,884,919.81,838,907.11,794.27,722.24,1260.23,1365.98,1307.67,1443.31,1359.9,1455.97,1340.57,1322.05,1278.17,1313.97,1693.95,2160.27,1798.63,2101.62,2153.36,2062.36,2069.62,2124.13,2120.23,1870.32,2861.86,2726.65,2971.28,3185.29,2651.44,3143.51,3191.21,3243.36,2864.79,2883.18,4571.8,4895.54,5105.49,5208.58,5018.06,4832.99,4942.75,4721.82,4313.28,4265.09,7978.28,8419.02,8230.46,8353.1,9332.88,9096.49,8277.16,8947.13,7614.62,5989.81,17196.61,14861.77,16321.81,15193.38,17165.95,17116.63,16939.34,16784.1,12893.78,18536.52,74210.19,87046.53,85672.98,74675.88,83008.08,74275.79,146048.02,101534.26,74993.77
2016-02,64.98,93.38,97.82,111.48,109.77,123.1,99.98,114.92,98.31,81.12,329.01,321.17,353.31,358.2,355.56,380.04,408.98,422.38,381.27,317.27,632.9,707.44,711.97,764.38,808.02,861.81,795.51,847.46,670.11,576.5,1128.08,1253.99,1243.44,1273.44,1292.87,1353.7,1232.79,1203.99,1133.22,1075.74,1535.6,2003.85,1642.81,1921.62,2019.48,1941.72,1904.34,1984.65,1965.23,1563.58,2488.12,2447.15,2723.72,3028.2,2528.2,3079.28,3004.36,2874.49,2567.4,2501.06,4182.54,4611.08,4816.57,4908.62,4623.47,4561.7,4826.78,4370.82,4104.2,3539.83,7224.55,8024.69,7607.82,7536.82,9094.55,8386.39,7576.64,8178.79,6715.06,5305.55,16326.89,13915.2,15997.31,14324.3,16145.3,16660.53,16123.67,15389.87,12036.4,16539.64,70168.16,82309.95,82535.28,69568.3,78781.8,74703.61,138763.69,92494.28,69678.94
2016-03,66.38,91.8,96.94,109.86,109.79,124.36,100.19,117.53,93.17,78.13,323.61,314.52,345.81,348.59,362.19,395.52,407.53,424.24,381.46,308.41,641.12,762.9,709.82,773.44,812.16,841.27,790.81,848,681.53,562.21,1149.1,1202.41,1232.12,1302.49,1330.57,1337.17,1259.34,1203.53,1157.59,1027.52,1588.87,1997.44,1726.62,1882.4,2042.53,1929.28,1968.87,2021.2,2001.82,1531.51,2557.06,2525.01,2798.8,3156.88,2642.34,3098.8,3137.18,2870.55,2472.83,2415.14,4071.59,4603.58,5039.6,4919.78,4749.06,4733.61,4868.9,4571.36,3950.09,3422.44,7621.25,8073.79,7708.88,7482.02,9143.48,8553.49,7618.74,8071.73,6623.48,5024.09,16584.43,14524.88,16272.81,14828.07,16443.31,16702.75,16160.29,14879.25,12386.76,15775.6,69297.3,82214.76,82790.21,69748.15,78536.47,74274.69,135032.14,88316.84,68772.38
2016-04,70.89,95.65,100.44,114.82,111.64,129.9,104.88,121.26,100.98,83.65,344.31,368.41,382.63,373.7,386.06,433.73,438.94,444.14,407.89,331.03,704.8,792.81,778.67,830.22,869.59,902.82,822.82,902.54,751.45,610.83,1279.25,1333.65,1315.84,1436.27,1418.64,1433.15,1369.76,1311.26,1233.51,1088.53,1718.78,2208.63,1864.25,2043.92,2228.14,2070.77,2082.06,2201.54,2184.45,1633.39,2921.87,2804.2,3080.37,3379.39,2842.69,3292.38,3306.52,2992.53,2694.64,2474.8,4423.73,4969.17,5318.52,5525.39,5146.94,5122.66,5275.29,4894.48,4359.37,3694.84,7850.52,8768.95,8344.03,8041.58,9558.89,9112.11,8352.68,8827.49,7266.84,6215.85,18273.96,15632.4,17289.79,15806.22,17911.64,17957.94,17343.27,15743.46,13404.35,16614.42,74119.38,87545.39,87093.23,74052.17,82015.81,79200.12,147373.44,93625.09,74045.6
2016-05,75.81,96.76,104.67,121.72,117.01,134.2,108.26,123.28,107.35,89.06,365.39,378.64,397.96,375.47,395.44,429.26,446.13,437.68,422.28,353.07,736.34,803.86,783.13,869.38,886.69,926.17,827.9,919.58,796.75,643.39,1362.81,1322.07,1346.37,1443.58,1445.76,1451.13,1356.8,1339.31,1262.59,1103.74,1830.39,2335.38,1908.44,2094.34,2261.72,2075.21,2100.25,2193.01,2163.89,1698.14,3027.59,2856.52,3164.14,3420.83,2911.91,3348.53,3306.05,2982.65,2741.3,2550.89,4524.19,4932.85,5289.78,5543.14,5218.36,5064.86,5396.77,4966.87,4392.86,3897.93,7865.55,8899.48,8478.45,8206.91,9344.14,9299.51,8443.66,8861.69,7588.25,6719.3,18594.3,15915.38,17847.07,16214.37,18140.46,17766.07,17161.88,15906.39,14009.1,16482.34,74493.49,88809.35,90569.63,74825.14,83939.81,80273.05,134727.58,93167.52,74995.72
2016-06,73.38,94.25,104.32,124.28,115.99,137.01,102.19,122.5,112.21,89.11,366.31,362.25,404.54,370.06,401.45,419.84,445.58,441.34,408.75,360.71,778.94,827.58,771.46,892.04,900.15,963.49,856.22,939.06,809.51,662.45,1412.16,1313.61,1340.11,1483.56,1482.69,1478.17,1366.31,1339.67,1281.71,1155.24,1693.16,2293.85,1922.92,2106.58,2343.18,2129.93,2090.42,2177.07,2199.49,1733.39,3029.74,2799.65,3226.61,3392.98,2924.04,3359.11,3463.34,3080.12,2766.31,2636.72,4385.89,5079.03,5257.77,5760.19,5323.75,5213.2,5487.09,5082.48,4478.08,3990.49,7961.82,8977.31,8583.71,8737.62,9550.34,9627.75,8729.22,9223.51,7781.05,7028.72,18874.35,15541.73,18104.93,16304.84,18150.96,18088.69,17610.31,16135.41,13854.73,16480.32,75402.34,89081.08,92397.86,74552,84589.15,80200.25,142034.52,98904.16,76639.67
